Month,Borough,Major Category,Minor Category,Count
201509,Westminster,Burglary,Burglary In A Dwelling,101
201509,Westminster,Burglary,Burglary In Other Buildings,152
201509,Westminster,Criminal Damage,Criminal Damage To Dwelling,25
201509,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,70
201509,Westminster,Criminal Damage,Criminal Damage To Other Building,21
201509,Westminster,Criminal Damage,Other Criminal Damage,39
201509,Westminster,Drugs,Drug Trafficking,15
201509,Westminster,Drugs,Other Drugs,1
201509,Westminster,Drugs,Possession Of Drugs,198
201509,Westminster,Fraud & Forgery,Other Fraud & Forgery,14
201509,Westminster,Other Notifiable Offences,Going Equipped,2
201509,Westminster,Other Notifiable Offences,Other Notifiable,63
201509,Westminster,Robbery,Business Property,5
201509,Westminster,Robbery,Personal Property,126
201509,Westminster,Sexual Offences,Other Sexual,39
201509,Westminster,Sexual Offences,Rape,18
201509,Westminster,Theft & Handling,Handling Stolen Goods,6
201509,Westminster,Theft & Handling,Motor Vehicle Interference & Tampering,38
201509,Westminster,Theft & Handling,Other Theft,1006
201509,Westminster,Theft & Handling,Theft From Motor Vehicle,153
201509,Westminster,Theft & Handling,Theft From Shops,330
201509,Westminster,Theft & Handling,Theft Person,404
201509,Westminster,Theft & Handling,Theft/Taking Of Motor Vehicle,57
201509,Westminster,Theft & Handling,Theft/Taking Of Pedal Cycle,106
201509,Westminster,Violence Against The Person,Assault With Injury,142
201509,Westminster,Violence Against The Person,Common Assault,293
201509,Westminster,Violence Against The Person,Harassment,291
201509,Westminster,Violence Against The Person,Offensive Weapon,26
201509,Westminster,Violence Against The Person,Other Violence,33
201509,Westminster,Violence Against The Person,Wounding/GBH,95
201508,Barking and Dagenham,Burglary,Burglary In A Dwelling,89
201508,Barking and Dagenham,Burglary,Burglary In Other Buildings,56
201508,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,32
201508,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,65
201508,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,12
201508,Barking and Dagenham,Criminal Damage,Other Criminal Damage,35
201508,Barking and Dagenham,Drugs,Drug Trafficking,3
201508,Barking and Dagenham,Drugs,Other Drugs,1
201508,Barking and Dagenham,Drugs,Possession Of Drugs,95
201508,Barking and Dagenham,Fraud & Forgery,Other Fraud & Forgery,5
201508,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2
201508,Barking and Dagenham,Other Notifiable Offences,Other Notifiable,34
201508,Barking and Dagenham,Robbery,Business Property,3
201508,Barking and Dagenham,Robbery,Personal Property,42
201508,Barking and Dagenham,Sexual Offences,Other Sexual,12
201508,Barking and Dagenham,Sexual Offences,Rape,15
201508,Barking and Dagenham,Theft & Handling,Handling Stolen Goods,4
201508,Barking and Dagenham,Theft & Handling,Motor Vehicle Interference & Tampering,11
201508,Barking and Dagenham,Theft & Handling,Other Theft,162
201508,Barking and Dagenham,Theft & Handling,Theft From Motor Vehicle,76
201508,Barking and Dagenham,Theft & Handling,Theft From Shops,60
201508,Barking and Dagenham,Theft & Handling,Theft Person,23
201508,Barking and Dagenham,Theft & Handling,Theft/Taking Of Motor Vehicle,71
201508,Barking and Dagenham,Theft & Handling,Theft/Taking Of Pedal Cycle,26
201508,Barking and Dagenham,Violence Against The Person,Assault With Injury,104
201508,Barking and Dagenham,Violence Against The Person,Common Assault,122
201508,Barking and Dagenham,Violence Against The Person,Harassment,147
201508,Barking and Dagenham,Violence Against The Person,Offensive Weapon,6
201508,Barking and Dagenham,Violence Against The Person,Other Violence,21
201508,Barking and Dagenham,Violence Against The Person,Wounding/GBH,77
201508,Barnet,Burglary,Burglary In A Dwelling,163
201508,Barnet,Burglary,Burglary In Other Buildings,90
201508,Barnet,Criminal Damage,Criminal Damage To Dwelling,47
201508,Barnet,Criminal Damage,Criminal Damage To Motor Vehicle,75
201508,Barnet,Criminal Damage,Criminal Damage To Other Building,17
201508,Barnet,Criminal Damage,Other Criminal Damage,44
201508,Barnet,Drugs,Drug Trafficking,6
201508,Barnet,Drugs,Other Drugs,2
201508,Barnet,Drugs,Possession Of Drugs,60
201508,Barnet,Fraud & Forgery,Other Fraud & Forgery,4
201508,Barnet,Other Notifiable Offences,Going Equipped,1
201508,Barnet,Other Notifiable Offences,Other Notifiable,41
201508,Barnet,Robbery,Business Property,7
201508,Barnet,Robbery,Personal Property,45
201508,Barnet,Sexual Offences,Other Sexual,20
201508,Barnet,Sexual Offences,Rape,9
201508,Barnet,Theft & Handling,Handling Stolen Goods,7
201508,Barnet,Theft & Handling,Motor Vehicle Interference & Tampering,52
201508,Barnet,Theft & Handling,Other Theft,289
201508,Barnet,Theft & Handling,Theft From Motor Vehicle,203
201508,Barnet,Theft & Handling,Theft From Shops,114
201508,Barnet,Theft & Handling,Theft Person,44
201508,Barnet,Theft & Handling,Theft/Taking Of Motor Vehicle,63
201508,Barnet,Theft & Handling,Theft/Taking Of Pedal Cycle,25
201508,Barnet,Violence Against The Person,Assault With Injury,107
201508,Barnet,Violence Against The Person,Common Assault,149
201508,Barnet,Violence Against The Person,Harassment,235
201508,Barnet,Violence Against The Person,Offensive Weapon,9
201508,Barnet,Violence Against The Person,Other Violence,25
201508,Barnet,Violence Against The Person,Wounding/GBH,60
201508,Bexley,Burglary,Burglary In A Dwelling,44
201508,Bexley,Burglary,Burglary In Other Buildings,25
201508,Bexley,Criminal Damage,Criminal Damage To Dwelling,19
201508,Bexley,Criminal Damage,Criminal Damage To Motor Vehicle,50
201508,Bexley,Criminal Damage,Criminal Damage To Other Building,8
201508,Bexley,Criminal Damage,Other Criminal Damage,32
201508,Bexley,Drugs,Drug Trafficking,2
201508,Bexley,Drugs,Possession Of Drugs,40
201508,Bexley,Fraud & Forgery,Other Fraud & Forgery,2
201508,Bexley,Other Notifiable Offences,Other Notifiable,15
201508,Bexley,Robbery,Personal Property,8
201508,Bexley,Sexual Offences,Other Sexual,13
201508,Bexley,Sexual Offences,Rape,11
201508,Bexley,Theft & Handling,Handling Stolen Goods,1
201508,Bexley,Theft & Handling,Motor Vehicle Interference & Tampering,18
201508,Bexley,Theft & Handling,Other Theft,120
201508,Bexley,Theft & Handling,Theft From Motor Vehicle,68
201508,Bexley,Theft & Handling,Theft From Shops,52
201508,Bexley,Theft & Handling,Theft Person,7
201508,Bexley,Theft & Handling,Theft/Taking Of Motor Vehicle,36
201508,Bexley,Theft & Handling,Theft/Taking Of Pedal Cycle,9
201508,Bexley,Violence Against The Person,Assault With Injury,62
201508,Bexley,Violence Against The Person,Common Assault,88
201508,Bexley,Violence Against The Person,Harassment,93
201508,Bexley,Violence Against The Person,Offensive Weapon,7
201508,Bexley,Violence Against The Person,Other Violence,17
201508,Bexley,Violence Against The Person,Wounding/GBH,27
201508,Brent,Burglary,Burglary In A Dwelling,158
201508,Brent,Burglary,Burglary In Other Buildings,67
201508,Brent,Criminal Damage,Criminal Damage To Dwelling,37
201508,Brent,Criminal Damage,Criminal Damage To Motor Vehicle,63
201508,Brent,Criminal Damage,Criminal Damage To Other Building,18
201508,Brent,Criminal Damage,Other Criminal Damage,49
201508,Brent,Drugs,Drug Trafficking,10
201508,Brent,Drugs,Other Drugs,2
201508,Brent,Drugs,Possession Of Drugs,139
201508,Brent,Fraud & Forgery,Other Fraud & Forgery,1
201508,Brent,Other Notifiable Offences,Going Equipped,1
201508,Brent,Other Notifiable Offences,Other Notifiable,37
201508,Brent,Robbery,Business Property,5
201508,Brent,Robbery,Personal Property,50
201508,Brent,Sexual Offences,Other Sexual,26
201508,Brent,Sexual Offences,Rape,15
201508,Brent,Theft & Handling,Handling Stolen Goods,3
201508,Brent,Theft & Handling,Motor Vehicle Interference & Tampering,18
201508,Brent,Theft & Handling,Other Theft,238
201508,Brent,Theft & Handling,Theft From Motor Vehicle,124
201508,Brent,Theft & Handling,Theft From Shops,107
201508,Brent,Theft & Handling,Theft Person,60
201508,Brent,Theft & Handling,Theft/Taking Of Motor Vehicle,69
201508,Brent,Theft & Handling,Theft/Taking Of Pedal Cycle,29
201508,Brent,Violence Against The Person,Assault With Injury,136
201508,Brent,Violence Against The Person,Common Assault,191
201508,Brent,Violence Against The Person,Harassment,217
201508,Brent,Violence Against The Person,Offensive Weapon,17
201508,Brent,Violence Against The Person,Other Violence,41
201508,Brent,Violence Against The Person,Wounding/GBH,76
201508,Bromley,Burglary,Burglary In A Dwelling,135
201508,Bromley,Burglary,Burglary In Other Buildings,64
201508,Bromley,Criminal Damage,Criminal Damage To Dwelling,45
201508,Bromley,Criminal Damage,Criminal Damage To Motor Vehicle,78
201508,Bromley,Criminal Damage,Criminal Damage To Other Building,12
201508,Bromley,Criminal Damage,Other Criminal Damage,62
201508,Bromley,Drugs,Drug Trafficking,5
201508,Bromley,Drugs,Other Drugs,1
201508,Bromley,Drugs,Possession Of Drugs,52
201508,Bromley,Fraud & Forgery,Other Fraud & Forgery,4
201508,Bromley,Other Notifiable Offences,Going Equipped,1
201508,Bromley,Other Notifiable Offences,Other Notifiable,39
201508,Bromley,Robbery,Business Property,2
201508,Bromley,Robbery,Personal Property,25
201508,Bromley,Sexual Offences,Other Sexual,17
201508,Bromley,Sexual Offences,Rape,10
201508,Bromley,Theft & Handling,Motor Vehicle Interference & Tampering,23
201508,Bromley,Theft & Handling,Other Theft,232
201508,Bromley,Theft & Handling,Theft From Motor Vehicle,115
201508,Bromley,Theft & Handling,Theft From Shops,142
201508,Bromley,Theft & Handling,Theft Person,26
201508,Bromley,Theft & Handling,Theft/Taking Of Motor Vehicle,51
201508,Bromley,Theft & Handling,Theft/Taking Of Pedal Cycle,19
201508,Bromley,Violence Against The Person,Assault With Injury,112
201508,Bromley,Violence Against The Person,Common Assault,141
201508,Bromley,Violence Against The Person,Harassment,245
201508,Bromley,Violence Against The Person,Offensive Weapon,5
201508,Bromley,Violence Against The Person,Other Violence,24
201508,Bromley,Violence Against The Person,Wounding/GBH,57
201508,Camden,Burglary,Burglary In A Dwelling,113
201508,Camden,Burglary,Burglary In Other Buildings,111
201508,Camden,Criminal Damage,Criminal Damage To Dwelling,36
201508,Camden,Criminal Damage,Criminal Damage To Motor Vehicle,50
201508,Camden,Criminal Damage,Criminal Damage To Other Building,22
201508,Camden,Criminal Damage,Other Criminal Damage,45
201508,Camden,Drugs,Drug Trafficking,8
201508,Camden,Drugs,Other Drugs,1
201508,Camden,Drugs,Possession Of Drugs,118
201508,Camden,Fraud & Forgery,Other Fraud & Forgery,4
201508,Camden,Other Notifiable Offences,Other Notifiable,37
201508,Camden,Robbery,Business Property,11
201508,Camden,Robbery,Personal Property,83
201508,Camden,Sexual Offences,Other Sexual,33
201508,Camden,Sexual Offences,Rape,13
201508,Camden,Theft & Handling,Handling Stolen Goods,2
201508,Camden,Theft & Handling,Motor Vehicle Interference & Tampering,21
201508,Camden,Theft & Handling,Other Theft,456
201508,Camden,Theft & Handling,Theft From Motor Vehicle,109
201508,Camden,Theft & Handling,Theft From Shops,125
201508,Camden,Theft & Handling,Theft Person,155
201508,Camden,Theft & Handling,Theft/Taking Of Motor Vehicle,55
201508,Camden,Theft & Handling,Theft/Taking Of Pedal Cycle,86
201508,Camden,Violence Against The Person,Assault With Injury,126
201508,Camden,Violence Against The Person,Common Assault,169
201508,Camden,Violence Against The Person,Harassment,200
201508,Camden,Violence Against The Person,Offensive Weapon,7
201508,Camden,Violence Against The Person,Other Violence,27
201508,Camden,Violence Against The Person,Wounding/GBH,84
201508,Croydon,Burglary,Burglary In A Dwelling,121
201508,Croydon,Burglary,Burglary In Other Buildings,62
201508,Croydon,Criminal Damage,Criminal Damage To Dwelling,64
201508,Croydon,Criminal Damage,Criminal Damage To Motor Vehicle,96
201508,Croydon,Criminal Damage,Criminal Damage To Other Building,25
201508,Croydon,Criminal Damage,Other Criminal Damage,61
201508,Croydon,Drugs,Drug Trafficking,14
201508,Croydon,Drugs,Other Drugs,1
201508,Croydon,Drugs,Possession Of Drugs,115
201508,Croydon,Fraud & Forgery,Other Fraud & Forgery,6
201508,Croydon,Other Notifiable Offences,Going Equipped,2
201508,Croydon,Other Notifiable Offences,Other Notifiable,54
201508,Croydon,Robbery,Business Property,4
201508,Croydon,Robbery,Personal Property,32
201508,Croydon,Sexual Offences,Other Sexual,36
201508,Croydon,Sexual Offences,Rape,19
201508,Croydon,Theft & Handling,Handling Stolen Goods,1
201508,Croydon,Theft & Handling,Motor Vehicle Interference & Tampering,39
201508,Croydon,Theft & Handling,Other Theft,308
201508,Croydon,Theft & Handling,Theft From Motor Vehicle,183
201508,Croydon,Theft & Handling,Theft From Shops,150
201508,Croydon,Theft & Handling,Theft Person,40
201508,Croydon,Theft & Handling,Theft/Taking Of Motor Vehicle,52
201508,Croydon,Theft & Handling,Theft/Taking Of Pedal Cycle,13
201508,Croydon,Violence Against The Person,Assault With Injury,204
201508,Croydon,Violence Against The Person,Common Assault,225
201508,Croydon,Violence Against The Person,Harassment,246
201508,Croydon,Violence Against The Person,Offensive Weapon,13
201508,Croydon,Violence Against The Person,Other Violence,40
201508,Croydon,Violence Against The Person,Wounding/GBH,99
201508,Ealing,Burglary,Burglary In A Dwelling,120
201508,Ealing,Burglary,Burglary In Other Buildings,54
201508,Ealing,Criminal Damage,Criminal Damage To Dwelling,45
201508,Ealing,Criminal Damage,Criminal Damage To Motor Vehicle,88
201508,Ealing,Criminal Damage,Criminal Damage To Other Building,20
201508,Ealing,Criminal Damage,Other Criminal Damage,51
201508,Ealing,Drugs,Drug Trafficking,17
201508,Ealing,Drugs,Possession Of Drugs,128
201508,Ealing,Fraud & Forgery,Other Fraud & Forgery,2
201508,Ealing,Other Notifiable Offences,Going Equipped,1
201508,Ealing,Other Notifiable Offences,Other Notifiable,56
201508,Ealing,Robbery,Business Property,3
201508,Ealing,Robbery,Personal Property,50
201508,Ealing,Sexual Offences,Other Sexual,32
201508,Ealing,Sexual Offences,Rape,14
201508,Ealing,Theft & Handling,Handling Stolen Goods,3
201508,Ealing,Theft & Handling,Motor Vehicle Interference & Tampering,33
201508,Ealing,Theft & Handling,Other Theft,285
201508,Ealing,Theft & Handling,Theft From Motor Vehicle,156
201508,Ealing,Theft & Handling,Theft From Shops,136
201508,Ealing,Theft & Handling,Theft Person,63
201508,Ealing,Theft & Handling,Theft/Taking Of Motor Vehicle,46
201508,Ealing,Theft & Handling,Theft/Taking Of Pedal Cycle,36
201508,Ealing,Violence Against The Person,Assault With Injury,150
201508,Ealing,Violence Against The Person,Common Assault,218
201508,Ealing,Violence Against The Person,Harassment,229
201508,Ealing,Violence Against The Person,Offensive Weapon,9
201508,Ealing,Violence Against The Person,Other Violence,36
201508,Ealing,Violence Against The Person,Wounding/GBH,92
201508,Enfield,Burglary,Burglary In A Dwelling,113
201508,Enfield,Burglary,Burglary In Other Buildings,69
201508,Enfield,Criminal Damage,Criminal Damage To Dwelling,30
201508,Enfield,Criminal Damage,Criminal Damage To Motor Vehicle,84
201508,Enfield,Criminal Damage,Criminal Damage To Other Building,10
201508,Enfield,Criminal Damage,Other Criminal Damage,49
201508,Enfield,Drugs,Drug Trafficking,14
201508,Enfield,Drugs,Possession Of Drugs,99
201508,Enfield,Fraud & Forgery,Other Fraud & Forgery,2
201508,Enfield,Other Notifiable Offences,Going Equipped,1
201508,Enfield,Other Notifiable Offences,Other Notifiable,34
201508,Enfield,Robbery,Business Property,5
201508,Enfield,Robbery,Personal Property,69
201508,Enfield,Sexual Offences,Other Sexual,16
201508,Enfield,Sexual Offences,Rape,18
201508,Enfield,Theft & Handling,Handling Stolen Goods,6
201508,Enfield,Theft & Handling,Motor Vehicle Interference & Tampering,45
201508,Enfield,Theft & Handling,Other Theft,241
201508,Enfield,Theft & Handling,Theft From Motor Vehicle,186
201508,Enfield,Theft & Handling,Theft From Shops,99
201508,Enfield,Theft & Handling,Theft Person,33
201508,Enfield,Theft & Handling,Theft/Taking Of Motor Vehicle,53
201508,Enfield,Theft & Handling,Theft/Taking Of Pedal Cycle,27
201508,Enfield,Violence Against The Person,Assault With Injury,166
201508,Enfield,Violence Against The Person,Common Assault,152
201508,Enfield,Violence Against The Person,Harassment,196
